id,title,description,published_At,tags,category_id,default_language,default_audio_language,thumbnail_default,thumbnail_high,duration,view_count,like_count,comment_count,privacy_status,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscription,channel_video_count
3aPLKCg3TuM,English Spellings #Comedy #Shorts,,2023-04-12T07:35:58Z,,23,en,en-IN,https://i.ytimg.com/vi/3aPLKCg3TuM/default.jpg,https://i.ytimg.com/vi/3aPLKCg3TuM/hqdefault.jpg,PT58S,296241,14349,222,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
Gj0PPnpP9mw,Area Landmark #Comedy #Shorts,,2023-04-19T04:27:24Z,,23,en,en-IN,https://i.ytimg.com/vi/Gj0PPnpP9mw/default.jpg,https://i.ytimg.com/vi/Gj0PPnpP9mw/hqdefault.jpg,PT55S,148290,8935,139,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
m-fjzLHN9c8,Baby Vegetables #Comedy #Shorts,,2023-04-27T06:03:27Z,,23,en,en-IN,https://i.ytimg.com/vi/m-fjzLHN9c8/default.jpg,https://i.ytimg.com/vi/m-fjzLHN9c8/hqdefault.jpg,PT51S,494854,23607,469,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
VZxC33UJMdg,Wedding Menu #Comedy #Shorts,,2023-05-04T03:55:18Z,,23,en,en-IN,https://i.ytimg.com/vi/VZxC33UJMdg/default.jpg,https://i.ytimg.com/vi/VZxC33UJMdg/hqdefault.jpg,PT53S,552167,29507,514,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
1LvVw9qGoAM,Obituary #Comedy #Shorts,,2023-05-11T06:55:23Z,,23,en,en-IN,https://i.ytimg.com/vi/1LvVw9qGoAM/default.jpg,https://i.ytimg.com/vi/1LvVw9qGoAM/hqdefault.jpg,PT58S,81105,4263,105,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
IAYuuIOx5pE,Belts & Belly Fat #Comedy #Shorts,,2023-05-18T07:12:52Z,,23,en,en-IN,https://i.ytimg.com/vi/IAYuuIOx5pE/default.jpg,https://i.ytimg.com/vi/IAYuuIOx5pE/hqdefault.jpg,PT55S,71645,3957,67,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
v7jhXeWUzAE,Gym Glass Window #Comedy #Shorts,,2023-05-30T05:24:00Z,,23,en,en-IN,https://i.ytimg.com/vi/v7jhXeWUzAE/default.jpg,https://i.ytimg.com/vi/v7jhXeWUzAE/hqdefault.jpg,PT55S,72226,4144,81,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
79v8DRoNZLA,Door Grills #Comedy #Shorts,,2023-06-07T06:55:54Z,"Comedy,Shorts,Architect",23,en,en-IN,https://i.ytimg.com/vi/79v8DRoNZLA/default.jpg,https://i.ytimg.com/vi/79v8DRoNZLA/hqdefault.jpg,PT50S,62113,3505,63,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
5yOJLdBGJR8,Desi Mannequins #Comedy #Shorts,,2023-06-22T06:26:43Z,,23,en,en-IN,https://i.ytimg.com/vi/5yOJLdBGJR8/default.jpg,https://i.ytimg.com/vi/5yOJLdBGJR8/hqdefault.jpg,PT50S,67356,4146,76,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
mHA7oX7z7A8,Office AC #Comedy #Shorts,,2023-06-29T07:39:18Z,"Comedy,Shorts",23,en,en-IN,https://i.ytimg.com/vi/mHA7oX7z7A8/default.jpg,https://i.ytimg.com/vi/mHA7oX7z7A8/hqdefault.jpg,PT57S,163154,7276,92,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
Wby756_uZow,Big Burgers #Comedy #Shorts,,2023-07-12T06:06:16Z,"Comedy,shorts,Burgers",23,en,en-IN,https://i.ytimg.com/vi/Wby756_uZow/default.jpg,https://i.ytimg.com/vi/Wby756_uZow/hqdefault.jpg,PT59S,33089,2561,57,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
R3TVufwUEVI,Tissue Paper #Comedy #Shorts,,2023-07-19T05:47:24Z,,23,en,en-IN,https://i.ytimg.com/vi/R3TVufwUEVI/default.jpg,https://i.ytimg.com/vi/R3TVufwUEVI/hqdefault.jpg,PT59S,79911,5342,108,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
kTAYvFj7Dz0,Coffee Smell #Comedy #Shorts,,2023-07-26T14:23:42Z,,23,en,en-IN,https://i.ytimg.com/vi/kTAYvFj7Dz0/default.jpg,https://i.ytimg.com/vi/kTAYvFj7Dz0/hqdefault.jpg,PT56S,45898,2636,69,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
1mnsQeb7hVI,Clean Bathrooms #Comedy #Shorts,,2023-08-03T05:31:25Z,,23,en,en-IN,https://i.ytimg.com/vi/1mnsQeb7hVI/default.jpg,https://i.ytimg.com/vi/1mnsQeb7hVI/hqdefault.jpg,PT52S,43942,2667,54,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
gUaVDRTWqjs,Friendship Day #Comedy # Shorts,,2023-08-07T02:23:19Z,,23,en,en-IN,https://i.ytimg.com/vi/gUaVDRTWqjs/default.jpg,https://i.ytimg.com/vi/gUaVDRTWqjs/hqdefault.jpg,PT22S,41900,2477,49,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
0uGiemivTN8,Dog Walking #Comedy #Reels,,2023-08-14T08:41:43Z,,23,en,en-IN,https://i.ytimg.com/vi/0uGiemivTN8/default.jpg,https://i.ytimg.com/vi/0uGiemivTN8/hqdefault.jpg,PT55S,32750,2104,34,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s800-c-k-c0x00ffffff-no-rj,478000,97
